"","surveillance_area","region","year","season","wk_start","wk_end","year_wk_num","rate","weeklyrate","age","age_label","sea_label","sea_description","mmwrid","week","time","time_index","season_week"
"282","FluSurv-NET","Entire Network",2012,"2012/2013",2012-11-04,2012-11-10,45,1.2,0.6,5,"65+ yr","2012-13","Season 2012-13",2654,45,2012-11-03 20:00:00,15647,15
"283","FluSurv-NET","Entire Network",2012,"2012/2013",2012-11-11,2012-11-17,46,1.7,0.5,5,"65+ yr","2012-13","Season 2012-13",2655,46,2012-11-10 19:00:00,15654,16
"284","FluSurv-NET","Entire Network",2012,"2012/2013",2012-11-18,2012-11-24,47,2.9,1.2,5,"65+ yr","2012-13","Season 2012-13",2656,47,2012-11-17 19:00:00,15661,17
"285","FluSurv-NET","Entire Network",2012,"2012/2013",2012-11-25,2012-12-01,48,5.5,2.6,5,"65+ yr","2012-13","Season 2012-13",2657,48,2012-11-24 19:00:00,15668,18
"286","FluSurv-NET","Entire Network",2012,"2012/2013",2012-12-02,2012-12-08,49,8.9,3.4,5,"65+ yr","2012-13","Season 2012-13",2658,49,2012-12-01 19:00:00,15675,19
"287","FluSurv-NET","Entire Network",2012,"2012/2013",2012-12-09,2012-12-15,50,16.4,7.5,5,"65+ yr","2012-13","Season 2012-13",2659,50,2012-12-08 19:00:00,15682,20
"288","FluSurv-NET","Entire Network",2012,"2012/2013",2012-12-16,2012-12-22,51,28.8,12.4,5,"65+ yr","2012-13","Season 2012-13",2660,51,2012-12-15 19:00:00,15689,21
"289","FluSurv-NET","Entire Network",2012,"2012/2013",2012-12-23,2012-12-29,52,53.3,24.6,5,"65+ yr","2012-13","Season 2012-13",2661,52,2012-12-22 19:00:00,15696,22
"290","FluSurv-NET","Entire Network",2013,"2012/2013",2012-12-30,2013-01-05,1,79.8,26.4,5,"65+ yr","2012-13","Season 2012-13",2662,1,2012-12-29 19:00:00,15703,23
"291","FluSurv-NET","Entire Network",2013,"2012/2013",2013-01-06,2013-01-12,2,104.1,24.3,5,"65+ yr","2012-13","Season 2012-13",2663,2,2013-01-05 19:00:00,15710,24
"292","FluSurv-NET","Entire Network",2013,"2012/2013",2013-01-13,2013-01-19,3,120.8,16.7,5,"65+ yr","2012-13","Season 2012-13",2664,3,2013-01-12 19:00:00,15717,25
"293","FluSurv-NET","Entire Network",2013,"2012/2013",2013-01-20,2013-01-26,4,134.9,14.1,5,"65+ yr","2012-13","Season 2012-13",2665,4,2013-01-19 19:00:00,15724,26
"294","FluSurv-NET","Entire Network",2013,"2012/2013",2013-01-27,2013-02-02,5,146.2,11.4,5,"65+ yr","2012-13","Season 2012-13",2666,5,2013-01-26 19:00:00,15731,27
"295","FluSurv-NET","Entire Network",2013,"2012/2013",2013-02-03,2013-02-09,6,154.8,8.5,5,"65+ yr","2012-13","Season 2012-13",2667,6,2013-02-02 19:00:00,15738,28
"296","FluSurv-NET","Entire Network",2013,"2012/2013",2013-02-10,2013-02-16,7,161.7,6.9,5,"65+ yr","2012-13","Season 2012-13",2668,7,2013-02-09 19:00:00,15745,29
"297","FluSurv-NET","Entire Network",2013,"2012/2013",2013-02-17,2013-02-23,8,165.5,3.8,5,"65+ yr","2012-13","Season 2012-13",2669,8,2013-02-16 19:00:00,15752,30
"298","FluSurv-NET","Entire Network",2013,"2012/2013",2013-02-24,2013-03-02,9,170.1,4.6,5,"65+ yr","2012-13","Season 2012-13",2670,9,2013-02-23 19:00:00,15759,31
"299","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-03,2013-03-09,10,173.5,3.5,5,"65+ yr","2012-13","Season 2012-13",2671,10,2013-03-02 19:00:00,15766,32
"300","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-10,2013-03-16,11,176.1,2.6,5,"65+ yr","2012-13","Season 2012-13",2672,11,2013-03-09 19:00:00,15773,33
"301","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-17,2013-03-23,12,178.3,2.2,5,"65+ yr","2012-13","Season 2012-13",2673,12,2013-03-16 20:00:00,15780,34
"302","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-24,2013-03-30,13,180,1.7,5,"65+ yr","2012-13","Season 2012-13",2674,13,2013-03-23 20:00:00,15787,35
"303","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-31,2013-04-06,14,181.6,1.6,5,"65+ yr","2012-13","Season 2012-13",2675,14,2013-03-30 20:00:00,15794,36
"304","FluSurv-NET","Entire Network",2013,"2012/2013",2013-04-07,2013-04-13,15,182.9,1.3,5,"65+ yr","2012-13","Season 2012-13",2676,15,2013-04-06 20:00:00,15801,37
"305","FluSurv-NET","Entire Network",2013,"2012/2013",2013-04-14,2013-04-20,16,183.3,0.4,5,"65+ yr","2012-13","Season 2012-13",2677,16,2013-04-13 20:00:00,15808,38
"306","FluSurv-NET","Entire Network",2013,"2012/2013",2013-04-21,2013-04-27,17,183.8,0.5,5,"65+ yr","2012-13","Season 2012-13",2678,17,2013-04-20 20:00:00,15815,39
"307","FluSurv-NET","Entire Network",2014,"2014/2015",2014-09-28,2014-10-04,40,0,0,4,"50-64 yr","2014-15","Season 2014-15",2753,40,2014-09-27 20:00:00,16340,10
"308","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-05,2014-10-11,41,0.2,0.2,4,"50-64 yr","2014-15","Season 2014-15",2754,41,2014-10-04 20:00:00,16347,11
"309","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-12,2014-10-18,42,0.4,0.2,4,"50-64 yr","2014-15","Season 2014-15",2755,42,2014-10-11 20:00:00,16354,12
"310","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-19,2014-10-25,43,0.5,0.1,4,"50-64 yr","2014-15","Season 2014-15",2756,43,2014-10-18 20:00:00,16361,13
"311","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-26,2014-11-01,44,0.7,0.2,4,"50-64 yr","2014-15","Season 2014-15",2757,44,2014-10-25 20:00:00,16368,14
"312","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-02,2014-11-08,45,1,0.2,4,"50-64 yr","2014-15","Season 2014-15",2758,45,2014-11-01 20:00:00,16375,15
"313","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-09,2014-11-15,46,1.2,0.2,4,"50-64 yr","2014-15","Season 2014-15",2759,46,2014-11-08 19:00:00,16382,16
"314","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-16,2014-11-22,47,1.5,0.3,4,"50-64 yr","2014-15","Season 2014-15",2760,47,2014-11-15 19:00:00,16389,17
"315","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-23,2014-11-29,48,2.5,1,4,"50-64 yr","2014-15","Season 2014-15",2761,48,2014-11-22 19:00:00,16396,18
"316","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-30,2014-12-06,49,4.3,1.8,4,"50-64 yr","2014-15","Season 2014-15",2762,49,2014-11-29 19:00:00,16403,19
"317","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-07,2014-12-13,50,7,2.7,4,"50-64 yr","2014-15","Season 2014-15",2763,50,2014-12-06 19:00:00,16410,20
"318","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-14,2014-12-20,51,12.1,5.1,4,"50-64 yr","2014-15","Season 2014-15",2764,51,2014-12-13 19:00:00,16417,21
"319","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-21,2014-12-27,52,19.2,7.1,4,"50-64 yr","2014-15","Season 2014-15",2765,52,2014-12-20 19:00:00,16424,22
"320","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-28,2015-01-03,53,25.7,6.4,4,"50-64 yr","2014-15","Season 2014-15",2766,53,2014-12-27 19:00:00,16431,23
"321","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-04,2015-01-10,1,30.2,4.5,4,"50-64 yr","2014-15","Season 2014-15",2767,1,2015-01-03 19:00:00,16438,24
"322","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-11,2015-01-17,2,33.4,3.2,4,"50-64 yr","2014-15","Season 2014-15",2768,2,2015-01-10 19:00:00,16445,25
"323","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-18,2015-01-24,3,35.9,2.5,4,"50-64 yr","2014-15","Season 2014-15",2769,3,2015-01-17 19:00:00,16452,26
"324","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-25,2015-01-31,4,38,2.1,4,"50-64 yr","2014-15","Season 2014-15",2770,4,2015-01-24 19:00:00,16459,27
"325","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-01,2015-02-07,5,39.9,1.8,4,"50-64 yr","2014-15","Season 2014-15",2771,5,2015-01-31 19:00:00,16466,28
"326","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-08,2015-02-14,6,41.7,1.8,4,"50-64 yr","2014-15","Season 2014-15",2772,6,2015-02-07 19:00:00,16473,29
"327","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-15,2015-02-21,7,43.1,1.4,4,"50-64 yr","2014-15","Season 2014-15",2773,7,2015-02-14 19:00:00,16480,30
"328","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-22,2015-02-28,8,44.6,1.5,4,"50-64 yr","2014-15","Season 2014-15",2774,8,2015-02-21 19:00:00,16487,31
"329","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-01,2015-03-07,9,45.8,1.3,4,"50-64 yr","2014-15","Season 2014-15",2775,9,2015-02-28 19:00:00,16494,32
"330","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-08,2015-03-14,10,47.2,1.3,4,"50-64 yr","2014-15","Season 2014-15",2776,10,2015-03-07 19:00:00,16501,33
"331","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-15,2015-03-21,11,48.3,1.1,4,"50-64 yr","2014-15","Season 2014-15",2777,11,2015-03-14 20:00:00,16508,34
"332","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-22,2015-03-28,12,49.5,1.2,4,"50-64 yr","2014-15","Season 2014-15",2778,12,2015-03-21 20:00:00,16515,35
"333","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-29,2015-04-04,13,50.8,1.3,4,"50-64 yr","2014-15","Season 2014-15",2779,13,2015-03-28 20:00:00,16522,36
"334","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-05,2015-04-11,14,52,1.2,4,"50-64 yr","2014-15","Season 2014-15",2780,14,2015-04-04 20:00:00,16529,37
"335","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-12,2015-04-18,15,52.8,0.9,4,"50-64 yr","2014-15","Season 2014-15",2781,15,2015-04-11 20:00:00,16536,38
"336","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-19,2015-04-25,16,53.2,0.4,4,"50-64 yr","2014-15","Season 2014-15",2782,16,2015-04-18 20:00:00,16543,39
"337","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-26,2015-05-02,17,53.4,0.2,4,"50-64 yr","2014-15","Season 2014-15",2783,17,2015-04-25 20:00:00,16550,40
"338","FluSurv-NET","Entire Network",2010,"2010/2011",2010-10-03,2010-10-09,40,0.1,0.1,1,"0-4 yr","2010-11","Season 2010-11",2545,40,2010-10-02 20:00:00,14884,10
"339","FluSurv-NET","Entire Network",2010,"2010/2011",2010-10-10,2010-10-16,41,0.3,0.2,1,"0-4 yr","2010-11","Season 2010-11",2546,41,2010-10-09 20:00:00,14891,11
"340","FluSurv-NET","Entire Network",2010,"2010/2011",2010-10-17,2010-10-23,42,0.6,0.3,1,"0-4 yr","2010-11","Season 2010-11",2547,42,2010-10-16 20:00:00,14898,12
"341","FluSurv-NET","Entire Network",2010,"2010/2011",2010-10-24,2010-10-30,43,0.9,0.3,1,"0-4 yr","2010-11","Season 2010-11",2548,43,2010-10-23 20:00:00,14905,13
"342","FluSurv-NET","Entire Network",2010,"2010/2011",2010-10-31,2010-11-06,44,1.2,0.3,1,"0-4 yr","2010-11","Season 2010-11",2549,44,2010-10-30 20:00:00,14912,14
"343","FluSurv-NET","Entire Network",2010,"2010/2011",2010-11-07,2010-11-13,45,1.5,0.3,1,"0-4 yr","2010-11","Season 2010-11",2550,45,2010-11-06 20:00:00,14919,15
"344","FluSurv-NET","Entire Network",2010,"2010/2011",2010-11-14,2010-11-20,46,1.8,0.4,1,"0-4 yr","2010-11","Season 2010-11",2551,46,2010-11-13 19:00:00,14926,16
"345","FluSurv-NET","Entire Network",2010,"2010/2011",2010-11-21,2010-11-27,47,2.2,0.4,1,"0-4 yr","2010-11","Season 2010-11",2552,47,2010-11-20 19:00:00,14933,17
"346","FluSurv-NET","Entire Network",2010,"2010/2011",2010-11-28,2010-12-04,48,3.1,0.8,1,"0-4 yr","2010-11","Season 2010-11",2553,48,2010-11-27 19:00:00,14940,18
"347","FluSurv-NET","Entire Network",2010,"2010/2011",2010-12-05,2010-12-11,49,4.1,1.1,1,"0-4 yr","2010-11","Season 2010-11",2554,49,2010-12-04 19:00:00,14947,19
"348","FluSurv-NET","Entire Network",2010,"2010/2011",2010-12-12,2010-12-18,50,5.1,1,1,"0-4 yr","2010-11","Season 2010-11",2555,50,2010-12-11 19:00:00,14954,20
"349","FluSurv-NET","Entire Network",2010,"2010/2011",2010-12-19,2010-12-25,51,6.3,1.1,1,"0-4 yr","2010-11","Season 2010-11",2556,51,2010-12-18 19:00:00,14961,21
"350","FluSurv-NET","Entire Network",2010,"2010/2011",2010-12-26,2011-01-01,52,8.3,2,1,"0-4 yr","2010-11","Season 2010-11",2557,52,2010-12-25 19:00:00,14968,22
"351","FluSurv-NET","Entire Network",2011,"2010/2011",2011-01-02,2011-01-08,1,10.1,1.8,1,"0-4 yr","2010-11","Season 2010-11",2558,1,2011-01-01 19:00:00,14975,23
"352","FluSurv-NET","Entire Network",2011,"2010/2011",2011-01-09,2011-01-15,2,12.6,2.5,1,"0-4 yr","2010-11","Season 2010-11",2559,2,2011-01-08 19:00:00,14982,24
"353","FluSurv-NET","Entire Network",2011,"2010/2011",2011-01-16,2011-01-22,3,15.4,2.8,1,"0-4 yr","2010-11","Season 2010-11",2560,3,2011-01-15 19:00:00,14989,25
"354","FluSurv-NET","Entire Network",2011,"2010/2011",2011-01-23,2011-01-29,4,18.9,3.5,1,"0-4 yr","2010-11","Season 2010-11",2561,4,2011-01-22 19:00:00,14996,26
"355","FluSurv-NET","Entire Network",2011,"2010/2011",2011-01-30,2011-02-05,5,23.4,4.5,1,"0-4 yr","2010-11","Season 2010-11",2562,5,2011-01-29 19:00:00,15003,27
"356","FluSurv-NET","Entire Network",2011,"2010/2011",2011-02-06,2011-02-12,6,27.2,3.8,1,"0-4 yr","2010-11","Season 2010-11",2563,6,2011-02-05 19:00:00,15010,28
"357","FluSurv-NET","Entire Network",2011,"2010/2011",2011-02-13,2011-02-19,7,31.1,3.8,1,"0-4 yr","2010-11","Season 2010-11",2564,7,2011-02-12 19:00:00,15017,29
"358","FluSurv-NET","Entire Network",2011,"2010/2011",2011-02-20,2011-02-26,8,35.7,4.6,1,"0-4 yr","2010-11","Season 2010-11",2565,8,2011-02-19 19:00:00,15024,30
"359","FluSurv-NET","Entire Network",2011,"2010/2011",2011-02-27,2011-03-05,9,38.9,3.2,1,"0-4 yr","2010-11","Season 2010-11",2566,9,2011-02-26 19:00:00,15031,31
"360","FluSurv-NET","Entire Network",2011,"2010/2011",2011-03-06,2011-03-12,10,41.9,3.1,1,"0-4 yr","2010-11","Season 2010-11",2567,10,2011-03-05 19:00:00,15038,32
"361","FluSurv-NET","Entire Network",2011,"2010/2011",2011-03-13,2011-03-19,11,44.4,2.4,1,"0-4 yr","2010-11","Season 2010-11",2568,11,2011-03-12 19:00:00,15045,33
"362","FluSurv-NET","Entire Network",2011,"2010/2011",2011-03-20,2011-03-26,12,46.3,1.9,1,"0-4 yr","2010-11","Season 2010-11",2569,12,2011-03-19 20:00:00,15052,34
"363","FluSurv-NET","Entire Network",2011,"2010/2011",2011-03-27,2011-04-02,13,47.4,1.1,1,"0-4 yr","2010-11","Season 2010-11",2570,13,2011-03-26 20:00:00,15059,35
"364","FluSurv-NET","Entire Network",2011,"2010/2011",2011-04-03,2011-04-09,14,48.1,0.7,1,"0-4 yr","2010-11","Season 2010-11",2571,14,2011-04-02 20:00:00,15066,36
"365","FluSurv-NET","Entire Network",2011,"2010/2011",2011-04-10,2011-04-16,15,48.7,0.7,1,"0-4 yr","2010-11","Season 2010-11",2572,15,2011-04-09 20:00:00,15073,37
"366","FluSurv-NET","Entire Network",2011,"2010/2011",2011-04-17,2011-04-23,16,49.1,0.4,1,"0-4 yr","2010-11","Season 2010-11",2573,16,2011-04-16 20:00:00,15080,38
"367","FluSurv-NET","Entire Network",2011,"2010/2011",2011-04-24,2011-04-30,17,49.4,0.3,1,"0-4 yr","2010-11","Season 2010-11",2574,17,2011-04-23 20:00:00,15087,39
"368","FluSurv-NET","Entire Network",2016,"2016/2017",2016-10-02,2016-10-08,40,0.1,0.1,1,"0-4 yr","2016-17","Season 2016-17",2858,40,2016-10-01 20:00:00,17075,10
"369","FluSurv-NET","Entire Network",2016,"2016/2017",2016-10-09,2016-10-15,41,0.2,0.1,1,"0-4 yr","2016-17","Season 2016-17",2859,41,2016-10-08 20:00:00,17082,11
"370","FluSurv-NET","Entire Network",2016,"2016/2017",2016-10-16,2016-10-22,42,0.2,0,1,"0-4 yr","2016-17","Season 2016-17",2860,42,2016-10-15 20:00:00,17089,12
"371","FluSurv-NET","Entire Network",2016,"2016/2017",2016-10-23,2016-10-29,43,0.2,0,1,"0-4 yr","2016-17","Season 2016-17",2861,43,2016-10-22 20:00:00,17096,13
"372","FluSurv-NET","Entire Network",2016,"2016/2017",2016-10-30,2016-11-05,44,0.2,0,1,"0-4 yr","2016-17","Season 2016-17",2862,44,2016-10-29 20:00:00,17103,14
"373","FluSurv-NET","Entire Network",2016,"2016/2017",2016-11-06,2016-11-12,45,0.4,0.2,1,"0-4 yr","2016-17","Season 2016-17",2863,45,2016-11-05 20:00:00,17110,15
"374","FluSurv-NET","Entire Network",2016,"2016/2017",2016-11-13,2016-11-19,46,0.5,0.1,1,"0-4 yr","2016-17","Season 2016-17",2864,46,2016-11-12 19:00:00,17117,16
"375","FluSurv-NET","Entire Network",2016,"2016/2017",2016-11-20,2016-11-26,47,0.6,0.2,1,"0-4 yr","2016-17","Season 2016-17",2865,47,2016-11-19 19:00:00,17124,17
"376","FluSurv-NET","Entire Network",2016,"2016/2017",2016-11-27,2016-12-03,48,1,0.3,1,"0-4 yr","2016-17","Season 2016-17",2866,48,2016-11-26 19:00:00,17131,18
"377","FluSurv-NET","Entire Network",2016,"2016/2017",2016-12-04,2016-12-10,49,1.5,0.6,1,"0-4 yr","2016-17","Season 2016-17",2867,49,2016-12-03 19:00:00,17138,19
"378","FluSurv-NET","Entire Network",2016,"2016/2017",2016-12-11,2016-12-17,50,1.9,0.4,1,"0-4 yr","2016-17","Season 2016-17",2868,50,2016-12-10 19:00:00,17145,20
"379","FluSurv-NET","Entire Network",2016,"2016/2017",2016-12-18,2016-12-24,51,3.6,1.6,1,"0-4 yr","2016-17","Season 2016-17",2869,51,2016-12-17 19:00:00,17152,21
"380","FluSurv-NET","Entire Network",2016,"2016/2017",2016-12-25,2016-12-31,52,4.9,1.3,1,"0-4 yr","2016-17","Season 2016-17",2870,52,2016-12-24 19:00:00,17159,22
"381","FluSurv-NET","Entire Network",2017,"2016/2017",2017-01-01,2017-01-07,1,6,1.1,1,"0-4 yr","2016-17","Season 2016-17",2871,1,2016-12-31 19:00:00,17166,23
"382","FluSurv-NET","Entire Network",2017,"2016/2017",2017-01-08,2017-01-14,2,7.5,1.5,1,"0-4 yr","2016-17","Season 2016-17",2872,2,2017-01-07 19:00:00,17173,24
"383","FluSurv-NET","Entire Network",2017,"2016/2017",2017-01-15,2017-01-21,3,9.2,1.8,1,"0-4 yr","2016-17","Season 2016-17",2873,3,2017-01-14 19:00:00,17180,25
"384","FluSurv-NET","Entire Network",2017,"2016/2017",2017-01-22,2017-01-28,4,11.4,2.2,1,"0-4 yr","2016-17","Season 2016-17",2874,4,2017-01-21 19:00:00,17187,26
"385","FluSurv-NET","Entire Network",2017,"2016/2017",2017-01-29,2017-02-04,5,13.8,2.4,1,"0-4 yr","2016-17","Season 2016-17",2875,5,2017-01-28 19:00:00,17194,27
"386","FluSurv-NET","Entire Network",2017,"2016/2017",2017-02-05,2017-02-11,6,17.3,3.5,1,"0-4 yr","2016-17","Season 2016-17",2876,6,2017-02-04 19:00:00,17201,28
"387","FluSurv-NET","Entire Network",2017,"2016/2017",2017-02-12,2017-02-18,7,21.5,4.2,1,"0-4 yr","2016-17","Season 2016-17",2877,7,2017-02-11 19:00:00,17208,29
"388","FluSurv-NET","Entire Network",2017,"2016/2017",2017-02-19,2017-02-25,8,25.6,4.1,1,"0-4 yr","2016-17","Season 2016-17",2878,8,2017-02-18 19:00:00,17215,30
"389","FluSurv-NET","Entire Network",2017,"2016/2017",2017-02-26,2017-03-04,9,28.4,2.8,1,"0-4 yr","2016-17","Season 2016-17",2879,9,2017-02-25 19:00:00,17222,31
"390","FluSurv-NET","Entire Network",2017,"2016/2017",2017-03-05,2017-03-11,10,30.3,1.9,1,"0-4 yr","2016-17","Season 2016-17",2880,10,2017-03-04 19:00:00,17229,32
"391","FluSurv-NET","Entire Network",2017,"2016/2017",2017-03-12,2017-03-18,11,32.4,2.1,1,"0-4 yr","2016-17","Season 2016-17",2881,11,2017-03-11 19:00:00,17236,33
"392","FluSurv-NET","Entire Network",2017,"2016/2017",2017-03-19,2017-03-25,12,34.9,2.5,1,"0-4 yr","2016-17","Season 2016-17",2882,12,2017-03-18 20:00:00,17243,34
"393","FluSurv-NET","Entire Network",2017,"2016/2017",2017-03-26,2017-04-01,13,36.9,2,1,"0-4 yr","2016-17","Season 2016-17",2883,13,2017-03-25 20:00:00,17250,35
"394","FluSurv-NET","Entire Network",2017,"2016/2017",2017-04-02,2017-04-08,14,38.7,1.7,1,"0-4 yr","2016-17","Season 2016-17",2884,14,2017-04-01 20:00:00,17257,36
"395","FluSurv-NET","Entire Network",2017,"2016/2017",2017-04-09,2017-04-15,15,39.6,0.9,1,"0-4 yr","2016-17","Season 2016-17",2885,15,2017-04-08 20:00:00,17264,37
"396","FluSurv-NET","Entire Network",2017,"2016/2017",2017-04-16,2017-04-22,16,40.4,0.9,1,"0-4 yr","2016-17","Season 2016-17",2886,16,2017-04-15 20:00:00,17271,38
"397","FluSurv-NET","Entire Network",2017,"2016/2017",2017-04-23,2017-04-29,17,40.8,0.4,1,"0-4 yr","2016-17","Season 2016-17",2887,17,2017-04-22 20:00:00,17278,39
"398","FluSurv-NET","Entire Network",2014,"2014/2015",2014-09-28,2014-10-04,40,0.1,0.1,6,"Overall","2014-15","Season 2014-15",2753,40,2014-09-27 20:00:00,16340,10
"399","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-05,2014-10-11,41,0.2,0.1,6,"Overall","2014-15","Season 2014-15",2754,41,2014-10-04 20:00:00,16347,11
"400","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-12,2014-10-18,42,0.4,0.2,6,"Overall","2014-15","Season 2014-15",2755,42,2014-10-11 20:00:00,16354,12
"401","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-19,2014-10-25,43,0.5,0.1,6,"Overall","2014-15","Season 2014-15",2756,43,2014-10-18 20:00:00,16361,13
"402","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-26,2014-11-01,44,0.6,0.1,6,"Overall","2014-15","Season 2014-15",2757,44,2014-10-25 20:00:00,16368,14
"403","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-02,2014-11-08,45,0.7,0.2,6,"Overall","2014-15","Season 2014-15",2758,45,2014-11-01 20:00:00,16375,15
"404","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-09,2014-11-15,46,1,0.2,6,"Overall","2014-15","Season 2014-15",2759,46,2014-11-08 19:00:00,16382,16
"405","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-16,2014-11-22,47,1.5,0.5,6,"Overall","2014-15","Season 2014-15",2760,47,2014-11-15 19:00:00,16389,17
"406","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-23,2014-11-29,48,2.7,1.2,6,"Overall","2014-15","Season 2014-15",2761,48,2014-11-22 19:00:00,16396,18
"407","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-30,2014-12-06,49,5,2.3,6,"Overall","2014-15","Season 2014-15",2762,49,2014-11-29 19:00:00,16403,19
"408","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-07,2014-12-13,50,8.6,3.6,6,"Overall","2014-15","Season 2014-15",2763,50,2014-12-06 19:00:00,16410,20
"409","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-14,2014-12-20,51,14.7,6,6,"Overall","2014-15","Season 2014-15",2764,51,2014-12-13 19:00:00,16417,21
"410","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-21,2014-12-27,52,23.7,9,6,"Overall","2014-15","Season 2014-15",2765,52,2014-12-20 19:00:00,16424,22
"411","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-28,2015-01-03,53,32.1,8.5,6,"Overall","2014-15","Season 2014-15",2766,53,2014-12-27 19:00:00,16431,23
"412","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-04,2015-01-10,1,38.3,6.1,6,"Overall","2014-15","Season 2014-15",2767,1,2015-01-03 19:00:00,16438,24
"413","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-11,2015-01-17,2,42.5,4.2,6,"Overall","2014-15","Season 2014-15",2768,2,2015-01-10 19:00:00,16445,25
"414","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-18,2015-01-24,3,45.6,3.1,6,"Overall","2014-15","Season 2014-15",2769,3,2015-01-17 19:00:00,16452,26
"415","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-25,2015-01-31,4,48.3,2.7,6,"Overall","2014-15","Season 2014-15",2770,4,2015-01-24 19:00:00,16459,27
"416","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-01,2015-02-07,5,50.8,2.5,6,"Overall","2014-15","Season 2014-15",2771,5,2015-01-31 19:00:00,16466,28
"417","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-08,2015-02-14,6,52.9,2,6,"Overall","2014-15","Season 2014-15",2772,6,2015-02-07 19:00:00,16473,29
"418","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-15,2015-02-21,7,54.4,1.6,6,"Overall","2014-15","Season 2014-15",2773,7,2015-02-14 19:00:00,16480,30
"419","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-22,2015-02-28,8,55.9,1.4,6,"Overall","2014-15","Season 2014-15",2774,8,2015-02-21 19:00:00,16487,31
"420","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-01,2015-03-07,9,57.2,1.3,6,"Overall","2014-15","Season 2014-15",2775,9,2015-02-28 19:00:00,16494,32
"421","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-08,2015-03-14,10,58.4,1.2,6,"Overall","2014-15","Season 2014-15",2776,10,2015-03-07 19:00:00,16501,33
"422","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-15,2015-03-21,11,59.6,1.2,6,"Overall","2014-15","Season 2014-15",2777,11,2015-03-14 20:00:00,16508,34
"423","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-22,2015-03-28,12,60.7,1.1,6,"Overall","2014-15","Season 2014-15",2778,12,2015-03-21 20:00:00,16515,35
"424","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-29,2015-04-04,13,61.7,1,6,"Overall","2014-15","Season 2014-15",2779,13,2015-03-28 20:00:00,16522,36
